query,url,title,upload_date,channel,views,likes,dislikes,comment_count,comment_text,comment_author,comment_date,comment_likes,DATE
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,Lol he said absolutely nothing lol,Majiq-Art,2021-01-16T18:06:08Z,0,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,Yeh right!,jason williams,2021-01-15T21:37:27Z,1,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,Great Job Kevin! Not only the relief package updates but keeping us updated with these terrible resent events.,Darwin Keyrock,2021-01-15T22:09:33Z,0,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,Where is the vid from yesterdays conference on the release of the next STIM PACKAGE? I didn't get a notice...,John Wagner,2021-01-16T01:37:29Z,0,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,we heard what he said,William Peach,2021-01-16T18:14:20Z,0,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,I’ll keep wearing mask can’t take vaccine.,Donnaelle Rogers,2021-01-16T05:14:03Z,2,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,Vaccinated today!!!,Regina Phalange,2021-01-15T21:34:30Z,2,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,Kevin is a totally awesome man. I get all my updates from him!🎉,Nancy Lucas,2021-01-15T22:29:37Z,1,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,I think he's falling asleep up there,Bryce King,2021-01-16T06:19:33Z,1,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,1:93 I stopped my job with the help of 𝗳𝘂𝗻𝗱𝗮𝗶𝗹𝘆𝗽𝗮𝘆 .𝗰𝗼𝗺,Johnm YT,2021-01-16T18:55:10Z,0,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,0:92 I make 185 daily thanks to  *f u n d a i l y p a y*,Afif Hossain,2021-01-16T03:25:30Z,0,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,So whats the timeline for stimulus?,KushGorilla253,2021-01-15T22:14:40Z,1,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,"Yes I agree, FEMA needs to get everyone and I mean everyone vaccinated for the good of our country and the good of mankind, but we need to remember everyone in the world and share with them too.",Steven Heckler,2021-01-16T16:37:55Z,1,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,"Yes we have heard it all before, but lets give this administration a chance Kevin before we start criticizing them.",Sylvia Arguello,2021-01-15T22:50:48Z,1,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,It’s like listening to someone trying to cast a spell. Lull you to sleep. Then wack you over the head.,The Shuckin She Shed,2021-01-15T21:53:38Z,9,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,Hello from Chicago! Glad you were able to tape your headphones.,Karl Rivera,2021-01-15T22:40:35Z,0,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,Empty words,Jeremy H,2021-01-15T21:38:11Z,2,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,It's the same thing when you call someone all the time.  And one day you call. There's no voice. Just silence. No sound. Just lost love,Danny Hardy Sr,2021-01-17T03:41:33Z,0,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,Let's call it The Tuskegee Truck Drive!,carlos villalobos,2021-01-15T21:32:44Z,5,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,"Dry ice in mobile units to administer experimental vaccines? Quick does not equal efficient, safe or effective.",Wolffenhaus Merry,2021-01-15T21:50:05Z,2,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,"BUILDING USA WHY BBB WHY? LETS START HEARING MORE POSITIVITY LEAVE OUR ECONOMY AND HEALTHCARE ALONE! C"" MON MAN WE VOTED FOR YOU FOR A POSITIVE CHANGE",Nini Simone,2021-01-18T14:33:43Z,0,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,Ask biden if he got side effects from his virsus shot if he says no then I say he took a water shot just to show we think he took the real thing same with Harris. How about pelosi did she get her water shot. They got the good stuff and give americans the bad shots,Patty Sandford,2021-01-15T21:43:36Z,2,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,The Govt owes us big time no unemployment boost from Aug. until now now 5 months yaw owe us let alone for pain an suffering and mental anguish talk to me or I’ll see yaw in court,Pierre Curd,2021-01-15T22:34:39Z,0,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,"Lemme tell ya, liggem pal",John Evarts,2021-01-18T03:50:48Z,1,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,FEMA (Concentration camps),Dissolved Boundaries,2021-01-19T03:17:06Z,0,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,I don't know about the vaccine. I'll be the last one.,Tampanda,2021-01-15T22:43:25Z,1,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,"They need better ventilation, UV C lighting and leave a window open .  Japan and Germany do this",Darren,2021-01-15T22:17:12Z,1,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,He covered everything no need for questions....Biden 2021💯🙌🔥😎,Joy Campbell,2021-01-15T22:15:12Z,0,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,CVS could take all these vaccines and put them into the arms of millions of Americans in a matter of weeks not months 🤦🤦🤦,Mechanical Rocketeer,2021-01-15T21:45:07Z,20,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,Well you just schooled us!,we wee,2021-01-15T21:36:11Z,0,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,SGBX flying on mobile COVID testing 🤣🤣🤣,Vanessa MARTINI,2021-01-15T21:27:24Z,0,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,I think its makes a statement and puts his point across to everyone when they don't answer ?,JBRNaughtyAngel,2021-01-16T00:08:50Z,0,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,Biden great start lies what happened to the 2000 stimulus?,Carmen Diaz,2021-01-15T23:51:23Z,0,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,Biden talks like he's still campaigning. Boo,Roberto Esposito,2021-01-15T21:54:27Z,8,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,"If someone can force you to do something, then you don't know how to die! Seneca",Todd M.,2021-01-15T22:13:43Z,10,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,Why no notifications 😭,1269jrock,2021-01-15T21:34:44Z,0,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,"Thank you for your updates, Kevin!  😀",Raymund Tancioco,2021-01-15T22:00:16Z,2,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,Lol when you started to sum it up and see how fast you can do it all I could think of is Jim carrey getting a ticket in the movie liar liar 🤣,DANNY R,2021-01-15T23:55:32Z,0,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,"Its gonna be worse than listening to G.W. Bush talk....""uhhh you know, the, the THING """,Adam J,2021-01-17T02:42:09Z,0,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,Biden said “waiting hours in their car for Mail Frau... Foodbank”!!!,Market Trader,2021-01-16T22:08:42Z,0,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,???Why can’t they use the same testing sites for vaccinations???,sergio lemus,2021-01-15T21:42:07Z,10,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,You've been pretty awesome Kevin,The Protagonist Dies,2021-01-15T21:29:20Z,31,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,Watching joe is like taking a dose of Melatonin!!! 😴,Ernesto Banuelos,2021-01-15T21:25:28Z,14,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,Kevin for president 2025,skitzo 101,2021-01-15T21:47:43Z,4,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,K Keeps saying he is staying neutral... then takes sides on the dl.,Anthony Merchant,2021-01-16T02:47:21Z,2,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,Its depressing to hear the style biden speaks,A D,2021-01-15T23:09:41Z,11,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,"There he goes with the kitchen table again....be creative, man",Igor Bogdanoff,2021-01-15T22:03:56Z,9,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,Thank you for always keeping us updated!!!,shannon112376,2021-01-15T21:24:57Z,10,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,KEVIN THANK YOU FOR MAKING MY LIFE EASIER.,Marcos xp,2021-01-15T22:17:56Z,4,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,I'm 59 but have no immune system at all because I have MS they need to take this into consideration,Belinda Patton,2021-01-16T00:29:37Z,3,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,I guess Asian don’t matter to Biden!!!!!,Uneek Glen,2021-01-15T22:45:51Z,4,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,How many times is he going to give this damn speech,Sarah Parks,2021-01-15T22:04:46Z,29,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,Wouldn’t a “go fund me” happen a lot faster??,MD d’Angelo,2021-01-15T21:55:06Z,9,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,Here come the FEMA camps lol,Jeriah Eager Music,2021-01-15T23:12:15Z,2,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,I’d rather watch your channel than watching the News.,Nigel Deane Canete,2021-01-15T21:52:21Z,11,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,Can't really wear an N95 for 8 hours at work.,Concepcion30,2021-01-15T23:20:45Z,5,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,"""There are tens of millions of doses of vaccine sitting unused in freezers around the country""...Literally 30 seconds later...""It won't mean that everyone in this group will get vaccinated immediately as the supply is not where it needs to be"". What the hell happened to the ""tens of millions of doses"" just sitting around?",Tyson Stoker,2021-01-15T23:18:15Z,6,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,Traders and investors please don't miss this great apportuntiy he has put smile on my face. It can be you too! Trade with Benjamin Albert,Akash Shivaraj,2021-01-15T23:38:33Z,5,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,"Drink this hun☺️, well um.....What’s In It?🤔",Prosperities Wealth,2021-01-15T21:25:58Z,24,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,"""Dark Winter"" hmmm",Adam W.N.C.,2021-01-15T22:21:56Z,19,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,SEND 2000 DOLLARS FOR THE PEOPLE TO PAY THE RENT AND PUT FOOD ON THE TABLE,LUIS Zmax,2021-01-15T21:37:10Z,23,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,"Red states Blue states, thought there was only the United States 1 country",Loretta Bourbon,2021-01-15T21:52:31Z,41,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,"I'm very happy and I feel like I'm the only one benefiting from this, although there are people still testifying about this platform Benjamin Albert and now is the time to invest",Pankaj Male,2021-01-15T23:22:38Z,6,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,Im convinced no one is trying to get that shot!!!,Ernesto Banuelos,2021-01-15T21:28:01Z,40,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,13 deaths from vaccine in December alone.,Writer Cindy,2021-01-15T22:24:22Z,28,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,"Two doses, just to make sure it really turns your mind to jelly",Rick Pliskie,2021-01-15T22:15:32Z,36,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,He’s not FIT for unscripted question,R Stam,2021-01-15T22:30:11Z,27,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,Stop ✋ talking and help the people ASAP !!! We have been hearing a lot of talking from these politicians for like 10 months of  B.s,fastest eaton lightning in socal,2021-01-15T21:32:29Z,23,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,"No more CNN, I go to Kevin",Professor CutiePie,2021-01-15T21:52:06Z,84,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,He shouldn't take question. Wait until next weeks then we all can truly hold him in accountability,Joyce Duncan,2021-01-15T22:10:31Z,21,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,"Nope!! Never seen that mask video. N95 masks works, but they are scarce Kevin and hard to get. 😷",Pat Chianese,2021-01-15T21:59:56Z,2,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,Vaccines will expire the longer they sit,Dianà Furney,2021-01-15T22:05:02Z,5,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,Thanks Kevin! You save me hours of watching CNN...,TheresaHoopDancer,2021-01-15T22:54:36Z,2,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,"Wear a mask for 100 days to save 50,000 lives...",Brad Coyne,2021-01-16T00:20:59Z,2,2021-01-15 21:19:37+00:00
coronavirus|covid%7C19|pandemic|vaccine,https://www.youtube.com/watch?v=1gELNjvvIKw,Biden LIVE Remarks & Covid Vaccine Plan | Jan 15,2021-01-15T21:19:37Z,Meet Kevin,87447,2948,309,915,In God We Trust!✝️💜☮️🙏✝️💜☮️🙏 Thanks Kevin!! ✝️💜☮️🙏✝️💜☮️,antonia perez,2021-01-15T21:51:52Z,4,2021-01-15 21:19:37+00:00
